employee_id,name,age,department,gender,salary,joining_year,performance_score,city
9275,Employee_8274,38.0,HR,Female,113717.0,2016,8.8,Bangalore
2651,Employee_1650,46.0,HR,Male,88418.0,2014,8.9,
10119,Employee_9118,31.0,HR,Male,119307.0,2005,9.6,Bangalore
5697,Employee_4696,43.0,Finance,Male,44017.0,2008,5.4,Pune
1470,Employee_469,39.0,Marketing,MALE,71444.0,2017,7.1,
10879,Employee_9878,34.0,Marketing,MALE,102742.0,2020,9.0,Pune
9234,Employee_8233,33.0,Operations,Male,126171.0,2022,9.0,Mumbai
1968,Employee_967,54.0,Finance,female,58987.0,2012,6.0,Hyderabad
7197,Employee_6196,51.0,IT,FEMALE,92309.0,2017,8.1,Pune
2331,Employee_1330,33.0,HR,Male,34849.0,2021,,Chennai
1451,Employee_450,35.0,Finance,F,87940.0,2010,5.9,Pune
9941,Employee_8940,36.0,Operations,Male,45491.0,2014,9.6,Chennai
9676,Employee_8675,47.0,Sales,F,143795.0,2018,6.7,Kolkata
5793,Employee_4792,49.0,Marketing,M,86045.0,2006,6.3,Bangalore
9759,Employee_8758,44.0,Marketing,MALE,76760.0,2020,7.7,Hyderabad
5748,Employee_4747,54.0,HR,F,122501.0,2009,5.6,Bangalore
1563,Employee_562,54.0,Operations,M,65902.0,2021,8.1,Pune
4669,Employee_3668,43.0,Sales,Male,54489.0,2023,6.6,Hyderabad
1136,Employee_135,48.0,Finance,male,110241.0,2023,5.9,Delhi
4686,Employee_3685,27.0,IT,Male,54641.0,2018,7.5,Chennai
3190,Employee_2189,51.0,Operations,M,122674.0,2006,8.8,Kolkata
6280,Employee_5279,54.0,Finance,Female,,2017,5.5,Kolkata
1971,Employee_970,53.0,Sales,F,91083.0,2023,5.1,Kolkata
9820,Employee_8819,56.0,IT,Male,87965.0,2010,5.3,Delhi
4708,Employee_3707,23.0,HR,M,70916.0,2015,7.2,Chennai
3956,Employee_2955,31.0,Sales,Female,73660.0,2022,8.2,Kolkata
5000,Employee_3999,37.0,IT,FEMALE,75258.0,2012,9.6,Kolkata
3348,Employee_2347,500.0,HR,FEMALE,54707.0,2007,8.2,Delhi
5846,Employee_4845,39.0,IT,FEMALE,121931.0,2012,6.6,Pune
7428,Employee_6427,35.0,Sales,Female,54463.0,2022,9.7,Delhi
1040,Employee_39,28.0,Operations,FEMALE,35663.0,2006,8.4,Chennai
3590,Employee_2589,34.0,HR,Female,88398.0,2013,7.6,Bangalore
3184,Employee_2183,24.0,Operations,Female,135908.0,2011,9.6,Mumbai
5451,Employee_4450,42.0,Operations,F,70324.0,2018,,Delhi
3819,Employee_2818,31.0,Finance,F,31924.0,2009,7.7,Delhi
1714,Employee_713,25.0,Operations,female,53095.0,2016,8.4,Kolkata
9378,Employee_8377,52.0,Operations,M,49173.0,2010,9.4,Mumbai
8501,Employee_7500,50.0,IT,M,34555.0,2022,7.8,Chennai
3471,Employee_2470,30.0,HR,F,100793.0,2016,7.6,Pune
9073,Employee_8072,39.0,Sales,Male,38065.0,2006,10.0,Delhi
5195,Employee_4194,41.0,Operations,F,47206.0,2018,9.9,Kolkata
6799,Employee_5798,55.0,Operations,Male,67702.0,2007,7.6,Mumbai
9911,Employee_8910,53.0,Operations,male,95499.0,2015,7.8,Pune
10555,Employee_9554,57.0,Operations,Female,53212.0,2022,6.5,Delhi
8969,Employee_7968,23.0,IT,M,131266.0,2014,5.5,Kolkata
4777,Employee_3776,44.0,HR,F,82034.0,2016,9.9,Bangalore
8232,Employee_7231,39.0,IT,MALE,107400.0,2013,6.7,Kolkata
8404,Employee_7403,31.0,Sales,Female,86936.0,2006,6.6,Bangalore
6770,Employee_5769,57.0,Operations,Male,98577.0,2008,8.2,Mumbai
8939,Employee_7938,47.0,Marketing,FEMALE,43771.0,2010,8.3,Bangalore
6517,Employee_5516,47.0,Sales,MALE,33894.0,2020,9.3,Mumbai
7548,Employee_6547,53.0,Operations,F,130992.0,2022,5.1,Hyderabad
1566,Employee_565,53.0,HR,male,34052.0,2010,8.5,Bangalore
2871,Employee_1870,39.0,Operations,male,110169.0,2018,9.8,Pune
7898,Employee_6897,31.0,IT,male,79662.0,2021,10.0,Kolkata
5814,Employee_4813,47.0,Sales,Female,118970.0,2014,7.0,Kolkata
6958,Employee_5957,44.0,IT,FEMALE,123804.0,2019,5.0,Bangalore
6732,Employee_5731,26.0,Marketing,male,36722.0,2009,7.2,Bangalore
8786,Employee_7785,30.0,Marketing,F,83866.0,2023,7.3,Bangalore
1304,Employee_303,35.0,IT,FEMALE,104099.0,2010,6.9,Bangalore
3961,Employee_2960,54.0,Marketing,F,63556.0,2014,7.7,Hyderabad
4910,Employee_3909,51.0,HR,FEMALE,121353.0,2010,9.0,Delhi
4465,Employee_3464,40.0,IT,F,118576.0,2013,7.0,Bangalore
1312,Employee_311,44.0,IT,female,101835.0,2016,5.6,Bangalore
4195,Employee_3194,24.0,Marketing,MALE,60741.0,2013,8.2,Mumbai
4678,Employee_3677,24.0,Marketing,M,97635.0,2019,6.1,Hyderabad
7662,Employee_6661,24.0,Finance,female,,2009,7.0,Delhi
5221,Employee_4220,50.0,HR,M,131809.0,2006,7.9,Bangalore
6454,Employee_5453,36.0,Sales,MALE,38338.0,2019,8.5,Kolkata
2731,Employee_1730,25.0,HR,F,59030.0,2022,6.7,Kolkata
3128,Employee_2127,150.0,HR,M,64511.0,2022,6.1,Pune
3393,Employee_2392,22.0,IT,Male,78603.0,2008,6.8,Kolkata
3376,Employee_2375,24.0,Finance,MALE,137893.0,2012,8.3,Kolkata
9833,Employee_8832,43.0,Finance,female,57290.0,2019,8.8,Mumbai
7320,Employee_6319,26.0,Finance,MALE,46396.0,2021,5.0,Bangalore
8743,Employee_7742,50.0,Marketing,Male,134407.0,2010,8.3,Chennai
6816,Employee_5815,25.0,HR,M,103608.0,2013,5.4,Kolkata
5383,Employee_4382,44.0,Operations,Female,105998.0,2007,8.1,Delhi
6199,Employee_5198,26.0,IT,M,134199.0,2017,6.3,Chennai
6134,Employee_5133,56.0,Finance,FEMALE,81538.0,2019,9.8,Pune
3871,Employee_2870,23.0,Operations,Female,62205.0,2007,9.4,Pune
6932,Employee_5931,22.0,Sales,M,99277.0,2007,9.5,Hyderabad
9835,Employee_8834,35.0,IT,F,101739.0,2009,8.2,Hyderabad
9655,Employee_8654,24.0,Finance,female,132331.0,2013,7.7,Bangalore
5897,Employee_4896,30.0,Operations,Female,56710.0,2023,6.4,Kolkata
6492,Employee_5491,39.0,Sales,F,54833.0,2012,6.3,Pune
1004,Employee_3,42.0,Finance,M,47857.0,2022,8.3,Delhi
10267,Employee_9266,36.0,Finance,M,136966.0,2005,8.4,Mumbai
3459,Employee_2458,29.0,Marketing,MALE,104332.0,2017,8.2,Chennai
2286,Employee_1285,35.0,Operations,female,75819.0,2009,6.0,Bangalore
9099,Employee_8098,47.0,IT,Female,70582.0,2005,8.2,Kolkata
10138,Employee_9137,29.0,Marketing,Female,99396.0,2011,7.6,Pune
7408,Employee_6407,45.0,Sales,FEMALE,45646.0,2006,7.8,Delhi
6468,Employee_5467,53.0,IT,male,131051.0,2021,10.0,Mumbai
2685,Employee_1684,55.0,Finance,M,83105.0,2013,6.5,Kolkata
8411,Employee_7410,27.0,IT,Male,64816.0,2005,7.6,Hyderabad
6206,Employee_5205,38.0,IT,female,133819.0,2005,5.7,Kolkata
3983,Employee_2982,34.0,Operations,M,84478.0,2016,9.2,Pune
4413,Employee_3412,47.0,IT,FEMALE,104548.0,2006,6.7,Bangalore
2085,Employee_1084,38.0,Operations,MALE,30154.0,2013,9.2,Hyderabad
8689,Employee_7688,27.0,Marketing,Female,64524.0,2016,8.5,Hyderabad
4149,Employee_3148,25.0,Marketing,M,85511.0,2023,5.6,Bangalore
1938,Employee_937,28.0,Operations,FEMALE,41344.0,2022,5.5,Delhi
2040,Employee_1039,55.0,Marketing,Male,98676.0,2021,7.4,Bangalore
4596,Employee_3595,44.0,IT,Female,109804.0,2013,9.8,Delhi
2892,Employee_1891,56.0,IT,M,110214.0,2021,8.2,Kolkata
9508,Employee_8507,43.0,IT,Female,123302.0,2011,7.4,Pune
9181,Employee_8180,28.0,HR,M,141624.0,2013,7.1,Pune
3168,Employee_2167,25.0,Operations,Male,43805.0,2017,6.2,Pune
9167,Employee_8166,32.0,Marketing,MALE,54488.0,2016,7.8,Hyderabad
10347,Employee_9346,56.0,HR,F,111657.0,2013,8.8,Chennai
6850,Employee_5849,25.0,Finance,Male,90635.0,2019,7.2,Bangalore
7174,Employee_6173,23.0,Marketing,Female,56649.0,2010,6.4,Chennai
10197,Employee_9196,46.0,Marketing,M,75567.0,2009,8.6,
1440,Employee_439,46.0,HR,Female,,2017,7.3,Mumbai
9672,Employee_8671,24.0,Sales,M,40884.0,2021,9.0,Mumbai
9383,Employee_8382,-1.0,HR,female,135380.0,2022,5.2,Mumbai
8356,Employee_7355,46.0,Operations,F,77984.0,2009,5.5,Hyderabad
2473,Employee_1472,32.0,Finance,Male,73426.0,2014,7.4,Bangalore
9878,Employee_8877,52.0,HR,Male,130283.0,2016,7.1,Mumbai
4871,Employee_3870,44.0,Sales,FEMALE,50578.0,2007,9.2,Kolkata
7426,Employee_6425,30.0,Sales,F,85277.0,2011,9.1,Bangalore
8481,Employee_7480,35.0,Finance,F,94237.0,2005,7.7,Kolkata
3233,Employee_2232,50.0,Operations,female,47830.0,2013,5.1,Hyderabad
1252,Employee_251,42.0,IT,female,58172.0,2021,8.7,Pune
7131,Employee_6130,49.0,Marketing,Female,127143.0,2011,7.4,Pune
10142,Employee_9141,31.0,Marketing,Female,89767.0,2023,6.5,Kolkata
1645,Employee_644,44.0,Sales,male,35301.0,2020,9.5,Delhi
4210,Employee_3209,25.0,Marketing,M,59055.0,2022,6.7,Delhi
8261,Employee_7260,28.0,Sales,M,73639.0,2022,9.7,Pune
3349,Employee_2348,24.0,Marketing,MALE,128696.0,2017,6.9,Bangalore
7432,Employee_6431,56.0,IT,F,41325.0,2017,8.3,Chennai
7350,Employee_6349,32.0,Operations,Female,61051.0,2007,7.8,Mumbai
6051,Employee_5050,54.0,IT,Female,63521.0,2015,8.5,Chennai
1016,Employee_15,51.0,Marketing,M,63782.0,2021,8.7,Bangalore
7591,Employee_6590,31.0,Finance,female,46908.0,2017,5.5,Hyderabad
2298,Employee_1297,56.0,Operations,M,101123.0,2014,5.1,Chennai
9981,Employee_8980,28.0,Sales,female,109372.0,2022,7.1,Kolkata
6699,Employee_5698,42.0,HR,F,35044.0,2017,8.9,Kolkata
6736,Employee_5735,40.0,IT,male,91645.0,2020,8.4,Kolkata
2113,Employee_1112,37.0,IT,F,146202.0,2006,6.5,Pune
10937,Employee_9936,0.0,Operations,F,70100.0,2020,8.2,Bangalore
3013,Employee_2012,49.0,Operations,MALE,99907.0,2021,8.6,Mumbai
8873,Employee_7872,36.0,Sales,M,40607.0,2015,7.9,Mumbai
8362,Employee_7361,38.0,IT,F,39096.0,2010,6.1,Chennai
2796,Employee_1795,29.0,HR,F,43065.0,2010,5.2,Bangalore
4956,Employee_3955,57.0,Marketing,F,102836.0,2021,8.3,Pune
2146,Employee_1145,35.0,Finance,Male,43706.0,2017,5.8,Mumbai
3336,Employee_2335,25.0,HR,M,48930.0,2009,9.8,Kolkata
7153,Employee_6152,55.0,IT,Female,94546.0,2023,9.0,Delhi
9352,Employee_8351,44.0,Operations,Male,40796.0,2010,8.6,Hyderabad
4446,Employee_3445,56.0,HR,Female,37045.0,2007,9.5,Delhi
1677,Employee_676,47.0,HR,female,76741.0,2005,7.7,Chennai
6172,Employee_5171,47.0,HR,F,101484.0,2014,9.1,Hyderabad
3883,Employee_2882,38.0,IT,M,108539.0,2011,8.9,Hyderabad
7583,Employee_6582,22.0,Marketing,male,110221.0,2013,6.4,Pune
4351,Employee_3350,26.0,Marketing,FEMALE,120935.0,2007,9.8,Chennai
5476,Employee_4475,27.0,Operations,Female,54019.0,2011,9.3,Hyderabad
6222,Employee_5221,45.0,Marketing,Male,58854.0,2016,9.5,Bangalore
5506,Employee_4505,0.0,Sales,F,117231.0,2007,6.1,Delhi
10374,Employee_9373,51.0,Marketing,M,47261.0,2005,6.8,Mumbai
8282,Employee_7281,33.0,Finance,Male,37988.0,2013,6.4,Pune
10007,Employee_9006,55.0,Sales,male,133053.0,2018,6.6,Delhi
5727,Employee_4726,46.0,Finance,Male,88769.0,2015,8.8,Delhi
6235,Employee_5234,50.0,Sales,M,94398.0,2012,8.5,Mumbai
1669,Employee_668,26.0,IT,Female,94950.0,2015,8.8,Mumbai
9241,Employee_8240,43.0,IT,MALE,122582.0,2013,7.7,Hyderabad
4474,Employee_3473,55.0,Marketing,FEMALE,142011.0,2019,8.8,Chennai
6703,Employee_5702,55.0,Finance,M,120914.0,2018,8.5,Bangalore
10775,Employee_9774,41.0,IT,Male,34002.0,2008,8.9,Hyderabad
5123,Employee_4122,56.0,Marketing,Male,42129.0,2012,6.8,Delhi
5478,Employee_4477,41.0,HR,male,33668.0,2021,9.3,Mumbai
1097,Employee_96,56.0,Finance,MALE,87564.0,2020,9.2,Kolkata
10307,Employee_9306,33.0,Marketing,Male,103301.0,2022,5.3,Pune
4033,Employee_3032,41.0,IT,FEMALE,34054.0,2014,6.1,Bangalore
2786,Employee_1785,45.0,Marketing,Male,69687.0,2021,9.7,Pune
8820,Employee_7819,37.0,IT,MALE,117292.0,2011,7.2,Pune
7356,Employee_6355,45.0,IT,Female,131652.0,2011,9.2,Delhi
1593,Employee_592,30.0,HR,F,47916.0,2016,9.5,Hyderabad
2209,Employee_1208,47.0,HR,MALE,60331.0,2023,6.6,Delhi
1120,Employee_119,34.0,Operations,F,90047.0,2013,7.3,Delhi
7097,Employee_6096,45.0,Sales,F,34661.0,2008,8.2,Chennai
5902,Employee_4901,28.0,Marketing,Female,142418.0,2013,7.2,Hyderabad
9789,Employee_8788,56.0,Operations,female,124416.0,2010,9.0,Chennai
4289,Employee_3288,29.0,Marketing,MALE,94442.0,2022,5.2,Kolkata
6341,Employee_5340,39.0,Finance,Male,57039.0,2020,8.0,Delhi
4911,Employee_3910,38.0,Marketing,MALE,141027.0,2020,6.8,Hyderabad
7495,Employee_6494,47.0,Operations,FEMALE,86327.0,2011,8.8,Pune
4025,Employee_3024,38.0,Sales,Female,76404.0,2016,8.1,Hyderabad
8717,Employee_7716,49.0,Finance,Female,,2019,7.1,Pune
2394,Employee_1393,41.0,IT,M,72523.0,2013,9.7,Delhi
8999,Employee_7998,36.0,Sales,female,77259.0,2011,5.9,Bangalore
1959,Employee_958,22.0,IT,M,134565.0,2023,8.1,Delhi
3098,Employee_2097,33.0,Marketing,Male,126806.0,2020,9.1,Hyderabad
6945,Employee_5944,27.0,Operations,Female,75284.0,2012,9.4,Mumbai
7798,Employee_6797,45.0,IT,Male,142784.0,2014,8.0,Hyderabad
5253,Employee_4252,38.0,HR,Female,130342.0,2008,5.4,Pune
10560,Employee_9559,55.0,Marketing,male,53038.0,2005,5.7,Delhi
3516,Employee_2515,35.0,Finance,female,149104.0,2015,8.5,Delhi
8154,Employee_7153,56.0,Operations,Female,116798.0,2011,8.9,Hyderabad
4860,Employee_3859,35.0,Operations,MALE,45963.0,2013,8.3,Delhi
10884,Employee_9883,52.0,Finance,female,130924.0,2022,6.9,Bangalore
8803,Employee_7802,35.0,Operations,Male,69992.0,2007,6.3,Chennai
6427,Employee_5426,39.0,HR,male,,2012,9.4,Mumbai
10508,Employee_9507,29.0,IT,Male,49268.0,2013,5.8,Kolkata
9687,Employee_8686,35.0,Marketing,Male,109430.0,2006,9.5,Pune
8133,Employee_7132,48.0,Marketing,Female,88822.0,2013,9.7,Mumbai
10315,Employee_9314,32.0,Marketing,FEMALE,77865.0,2012,9.9,
10031,Employee_9030,56.0,Marketing,MALE,79357.0,2006,8.4,Kolkata
5985,Employee_4984,42.0,Sales,Female,121164.0,2015,6.3,Chennai
2161,Employee_1160,54.0,Sales,FEMALE,135148.0,2013,5.1,Bangalore
7559,Employee_6558,28.0,Sales,Female,36511.0,2015,8.2,Delhi
8350,Employee_7349,-1.0,Operations,Female,130162.0,2021,7.2,Delhi
8304,Employee_7303,29.0,Finance,female,34340.0,2009,5.1,Pune
1519,Employee_518,41.0,Operations,FEMALE,33784.0,2023,9.9,Kolkata
2694,Employee_1693,36.0,HR,Male,54740.0,2014,5.1,Delhi
3997,Employee_2996,45.0,Sales,Female,132078.0,2007,9.5,Delhi
10052,Employee_9051,50.0,Sales,F,149885.0,2007,7.6,Pune
10653,Employee_9652,49.0,Marketing,male,73906.0,2007,10.0,Hyderabad
6273,Employee_5272,43.0,Sales,Male,93565.0,2005,8.1,Hyderabad
5282,Employee_4281,25.0,Sales,MALE,87773.0,2014,7.4,Chennai
7023,Employee_6022,43.0,Marketing,male,90951.0,2021,6.8,Pune
8489,Employee_7488,45.0,IT,female,114338.0,2014,7.4,Kolkata
2499,Employee_1498,33.0,IT,F,53471.0,2012,9.2,Pune
10001,Employee_9000,43.0,Sales,F,54791.0,2020,9.0,Hyderabad
9701,Employee_8700,48.0,Marketing,male,82900.0,2008,8.9,Chennai
4001,Employee_3000,39.0,Finance,M,,2008,6.7,Hyderabad
7759,Employee_6758,26.0,HR,FEMALE,91852.0,2008,9.3,Bangalore
7744,Employee_6743,44.0,Finance,Female,93730.0,2019,5.4,Bangalore
6665,Employee_5664,44.0,Marketing,male,38255.0,2014,6.7,Pune
9112,Employee_8111,27.0,Marketing,MALE,142934.0,2010,5.3,Pune
1484,Employee_483,22.0,HR,Male,,2016,9.5,Chennai
3615,Employee_2614,26.0,IT,Male,94990.0,2009,9.9,Kolkata
7146,Employee_6145,56.0,Marketing,M,89251.0,2006,8.8,Hyderabad
6728,Employee_5727,45.0,Finance,MALE,88896.0,2006,8.4,Mumbai
6748,Employee_5747,23.0,Finance,MALE,88536.0,2022,6.7,Chennai
2122,Employee_1121,47.0,HR,F,124022.0,2012,,Hyderabad
5626,Employee_4625,28.0,Marketing,male,80294.0,2006,8.1,Pune
8162,Employee_7161,54.0,IT,M,66820.0,2013,8.0,Mumbai
6260,Employee_5259,38.0,HR,FEMALE,74088.0,2013,8.5,Chennai
9389,Employee_8388,35.0,Sales,female,60711.0,2005,7.3,Hyderabad
6854,Employee_5853,44.0,IT,Female,,2006,,Pune
9093,Employee_8092,22.0,Finance,FEMALE,114164.0,2018,9.0,Kolkata
9577,Employee_8576,48.0,HR,MALE,92212.0,2005,6.4,Pune
10229,Employee_9228,39.0,HR,F,95696.0,2021,6.0,Hyderabad
9910,Employee_8909,22.0,HR,F,101273.0,2018,9.5,Pune
2808,Employee_1807,24.0,Sales,male,149642.0,2013,7.7,Delhi
7524,Employee_6523,57.0,Marketing,F,49098.0,2011,7.2,Pune
8662,Employee_7661,27.0,Operations,female,118059.0,2006,9.4,Bangalore
1108,Employee_107,36.0,Operations,male,104426.0,2019,7.7,Chennai
1674,Employee_673,47.0,Marketing,MALE,73327.0,2013,7.6,Delhi
2748,Employee_1747,47.0,Operations,Male,,2019,7.6,Chennai
9424,Employee_8423,45.0,Sales,Female,106387.0,2019,6.7,Pune
1501,Employee_500,41.0,HR,Male,128902.0,2017,9.7,Bangalore
9250,Employee_8249,42.0,IT,FEMALE,117141.0,2008,5.5,Pune
5141,Employee_4140,38.0,HR,female,60173.0,2013,6.1,Kolkata
1796,Employee_795,32.0,HR,F,,2018,7.2,Chennai
4111,Employee_3110,36.0,HR,female,92496.0,2021,7.6,Delhi
7370,Employee_6369,22.0,HR,FEMALE,103654.0,2011,9.1,Mumbai
6604,Employee_5603,24.0,Sales,female,138867.0,2022,9.5,Chennai
1884,Employee_883,54.0,HR,female,58082.0,2019,6.8,Pune
8597,Employee_7596,37.0,Sales,female,122305.0,2008,6.1,Bangalore
4296,Employee_3295,-1.0,HR,male,46631.0,2022,7.9,Bangalore
9960,Employee_8959,52.0,IT,MALE,86750.0,2011,6.6,Hyderabad
5005,Employee_4004,56.0,Marketing,Female,86912.0,2017,9.4,Chennai
1762,Employee_761,40.0,Marketing,FEMALE,58401.0,2017,5.4,Hyderabad
4016,Employee_3015,23.0,Marketing,FEMALE,49374.0,2019,6.1,Delhi
4211,Employee_3210,22.0,IT,MALE,36116.0,2016,8.7,Hyderabad
4571,Employee_3570,26.0,Marketing,Male,87740.0,2012,9.3,Bangalore
3485,Employee_2484,56.0,Finance,Male,35202.0,2020,9.6,Delhi
