transaction_id,product,region,amount,quantity,discount,year,month
9772,LAPTOP,North,36697.0,1.0,0.09,2022,11
13105,Laptop,West,4619.0,1.0,0.08,2023,10
7618,Laptop,East,43467.0,2.0,0.07,2022,5
5598,PHONE,Central,,5.0,0.29,2018,9
16374,phone,East,34166.0,6.0,0.05,2021,12
9203,Phone,North,18238.0,12.0,0.32,2021,12
12309,tablet,Central,28705.0,2.0,0.28,2021,12
9627,LAPTOP,West,31690.0,12.0,0.28,2018,5
10058,Tablet,West,4073.0,8.0,0.22,2019,4
6381,Phone,North,30862.0,10.0,0.39,2022,7
12985,Phone,East,23004.0,15.0,0.33,2019,5
9256,tablet,Central,33057.0,13.0,0.36,2020,3
8740,laptop,North,20030.0,7.0,0.35,2018,11
8396,Tablet,South,44092.0,11.0,0.35,2019,11
6384,LAPTOP,West,41356.0,6.0,0.4,2020,4
10567,Phone,West,37664.0,11.0,0.45,2019,6
9077,phone,North,48705.0,16.0,0.3,2019,9
5993,laptop,South,15622.0,2.0,0.07,2019,7
7911,phone,West,30546.0,8.0,0.24,2019,10
7448,Phone,West,14462.0,5.0,0.21,2023,7
11087,LAPTOP,South,32872.0,12.0,0.02,2019,5
11039,Tablet,West,8435.0,1.0,0.18,2020,8
12045,phone,West,18129.0,15.0,0.24,2018,7
14011,phone,South,27974.0,18.0,0.3,2018,1
8221,laptop,South,,15.0,0.26,2022,9
16514,Phone,South,11300.0,16.0,0.41,2018,12
14990,Phone,West,33524.0,6.0,0.18,2020,12
14675,phone,East,47042.0,10.0,0.12,2019,5
7489,Phone,North,29218.0,11.0,0.29,2018,11
8306,Phone,North,40123.0,12.0,0.07,2021,12
15294,PHONE,Central,8514.0,18.0,0.09,2020,6
13294,phone,West,12858.0,17.0,0.5,2022,7
15862,tablet,West,16377.0,3.0,0.19,2019,7
14278,Laptop,South,8490.0,3.0,,2018,5
6067,Laptop,West,7115.0,4.0,0.48,2019,11
11782,phone,East,30118.0,7.0,0.41,2021,11
6039,tablet,South,22031.0,15.0,0.43,2019,9
10935,Phone,Central,13011.0,15.0,0.38,2020,1
13424,phone,Central,23632.0,2.0,0.09,2023,7
5228,phone,Central,34201.0,18.0,0.18,2018,2
5133,Phone,North,35475.0,14.0,0.04,2020,3
9102,tablet,South,24395.0,5.0,0.0,2023,11
12753,LAPTOP,South,30737.0,5.0,0.47,2018,5
13580,Tablet,East,46995.0,12.0,0.48,2022,9
14974,Phone,North,17533.0,18.0,0.25,2018,10
13774,LAPTOP,Central,47627.0,18.0,0.33,2018,6
16305,Laptop,East,37964.0,16.0,0.45,2020,4
11321,LAPTOP,Central,22498.0,12.0,0.11,2023,3
10957,Phone,South,9536.0,17.0,0.11,2021,5
5916,LAPTOP,West,7467.0,11.0,0.44,2019,12
7904,tablet,East,18037.0,15.0,0.47,2022,8
11352,phone,Central,20577.0,19.0,0.31,2022,4
8602,phone,West,26458.0,5.0,0.42,2021,4
6868,PHONE,East,16463.0,16.0,0.42,2022,4
8344,Phone,East,20995.0,14.0,0.17,2023,12
5546,laptop,West,48672.0,13.0,0.24,2022,8
9007,Tablet,West,15891.0,17.0,0.35,2021,6
14184,Tablet,West,3401.0,14.0,0.33,2022,9
7322,laptop,West,7469.0,11.0,0.24,2019,9
16476,phone,,48363.0,11.0,0.33,2022,2
9427,Laptop,East,27987.0,7.0,0.04,2018,3
11151,tablet,South,3465.0,19.0,0.38,2022,1
6713,phone,South,45696.0,3.0,0.35,2018,3
6718,Laptop,North,20462.0,17.0,0.15,2023,3
9106,Laptop,,38632.0,12.0,0.11,2021,7
6642,laptop,Central,46576.0,8.0,0.33,2022,5
7508,phone,West,25212.0,15.0,0.04,2020,7
14548,Tablet,Central,35194.0,17.0,0.37,2018,6
6342,tablet,North,32076.0,16.0,0.06,2021,1
16044,phone,Central,567.0,12.0,0.0,2021,8
11757,phone,South,4738.0,17.0,0.16,2019,1
5414,PHONE,North,20462.0,7.0,0.48,2020,10
14679,tablet,South,17086.0,12.0,0.48,2018,11
15272,phone,,2539.0,999.0,0.45,2022,1
15538,LAPTOP,Central,14868.0,12.0,0.05,2022,1
10435,Phone,West,10659.0,19.0,0.11,2019,2
11665,laptop,North,3830.0,11.0,0.41,2023,5
10308,Laptop,Central,7709.0,4.0,0.25,2022,7
14539,laptop,Central,22683.0,11.0,0.11,2018,1
9237,Tablet,West,10639.0,11.0,0.25,2018,5
11808,laptop,South,33207.0,10.0,0.15,2022,2
15462,LAPTOP,Central,8130.0,15.0,0.28,2022,10
8410,laptop,East,6593.0,8.0,0.24,2022,10
9254,PHONE,West,48474.0,4.0,0.13,2021,6
5291,Laptop,West,,15.0,0.07,2019,7
9517,Tablet,Central,48351.0,2.0,0.1,2023,8
12148,PHONE,East,7332.0,19.0,0.43,2021,2
5425,Phone,North,11297.0,3.0,0.37,2021,8
7837,laptop,West,33970.0,4.0,0.19,2020,11
9528,PHONE,,4221.0,17.0,0.16,2021,12
8984,PHONE,South,15739.0,19.0,,2020,11
14434,Laptop,North,2529.0,6.0,0.37,2023,11
6248,Tablet,West,7913.0,4.0,0.04,2020,8
13179,laptop,North,13259.0,4.0,0.27,2022,6
8333,LAPTOP,South,47665.0,1.0,0.23,2018,4
14463,Tablet,,49376.0,11.0,0.43,2023,6
16229,phone,Central,5401.0,16.0,0.13,2019,10
7159,laptop,Central,10444.0,8.0,0.4,2018,8
12323,LAPTOP,North,3036.0,3.0,0.25,2023,9
13248,Tablet,Central,28318.0,9.0,0.49,2023,5
8034,PHONE,West,49422.0,15.0,0.29,2022,1
12450,laptop,West,36211.0,10.0,0.3,2021,6
5809,Laptop,North,27065.0,3.0,0.33,2020,12
11220,Laptop,Central,43769.0,4.0,0.06,2022,1
8084,tablet,North,47864.0,2.0,0.03,2019,7
9981,laptop,East,35153.0,17.0,0.35,2018,7
16009,Phone,,,3.0,,2018,7
5526,phone,South,20849.0,19.0,0.39,2021,10
10407,Tablet,Central,16867.0,13.0,0.18,2023,1
6195,tablet,Central,3160.0,5.0,0.47,2019,8
5527,tablet,West,21612.0,13.0,0.45,2019,1
7895,Phone,West,2138.0,18.0,0.25,2021,3
16599,Laptop,East,6450.0,11.0,0.43,2022,2
14152,laptop,North,7806.0,17.0,0.03,2022,8
12372,Laptop,West,49462.0,11.0,0.36,2020,6
13392,phone,North,13832.0,12.0,0.5,2020,2
16284,tablet,East,39593.0,13.0,0.39,2020,9
6435,Phone,Central,27234.0,7.0,0.41,2019,5
10699,tablet,North,48805.0,8.0,0.13,2023,5
14576,Laptop,West,44693.0,18.0,0.19,2023,2
14629,Tablet,South,11106.0,2.0,0.22,2022,9
13277,Laptop,East,43792.0,12.0,0.41,2023,2
9575,LAPTOP,South,34540.0,1.0,0.33,2021,7
14610,LAPTOP,Central,13819.0,15.0,0.5,2021,6
13529,PHONE,West,44426.0,11.0,0.24,2023,3
10051,phone,Central,7306.0,19.0,0.43,2023,11
10292,phone,Central,44231.0,10.0,,2023,9
13151,phone,East,15464.0,1.0,0.31,2019,9
6309,LAPTOP,East,9560.0,19.0,0.27,2022,4
7335,Phone,West,15776.0,19.0,0.41,2022,5
10237,PHONE,West,44422.0,13.0,0.21,2020,11
9474,Tablet,West,864.0,14.0,0.06,2021,5
9949,phone,North,29611.0,1.0,0.06,2022,8
12215,tablet,West,31571.0,11.0,,2022,6
6132,LAPTOP,East,32720.0,16.0,0.09,2018,10
15504,Tablet,Central,26281.0,15.0,0.43,2022,7
6251,Phone,West,47790.0,8.0,0.37,2020,12
7826,tablet,Central,771.0,13.0,0.08,2023,9
12472,PHONE,South,22281.0,8.0,,2019,1
10129,LAPTOP,Central,38357.0,19.0,0.0,2022,3
14429,tablet,North,29273.0,9.0,,2022,9
11161,laptop,South,4769.0,11.0,0.09,2020,8
16345,Laptop,Central,23500.0,13.0,0.18,2023,12
7785,Tablet,Central,25900.0,17.0,0.27,2020,6
5479,Tablet,West,10440.0,19.0,0.16,2021,6
15813,Tablet,South,43991.0,4.0,0.12,2018,4
13755,Laptop,North,855.0,14.0,0.5,2023,6
8947,Phone,East,23345.0,17.0,0.08,2022,6
13654,Tablet,South,28377.0,5.0,0.38,2020,4
16788,tablet,South,,9.0,0.35,2022,11
6566,phone,South,29078.0,10.0,0.21,2019,9
5459,LAPTOP,South,37128.0,17.0,0.04,2021,11
13707,laptop,Central,15233.0,4.0,0.08,2019,3
5569,Laptop,West,10823.0,1.0,0.13,2020,2
15566,LAPTOP,Central,5851.0,2.0,0.34,2023,2
11692,laptop,East,49595.0,17.0,0.17,2019,1
9844,laptop,Central,9251.0,17.0,0.12,2020,5
8885,tablet,North,7345.0,7.0,0.19,2023,3
12573,tablet,West,43136.0,1.0,0.1,2023,4
5183,LAPTOP,Central,47878.0,7.0,0.46,2022,3
15972,laptop,North,11429.0,1.0,0.22,2021,10
7912,Phone,South,1511.0,16.0,0.14,2019,9
9163,phone,South,30974.0,8.0,0.05,2020,7
11075,PHONE,West,,5.0,0.03,2018,3
6230,LAPTOP,East,48833.0,9.0,0.46,2023,9
6702,LAPTOP,West,24274.0,9.0,0.13,2019,7
7538,LAPTOP,Central,11999.0,11.0,0.17,2020,6
13146,Tablet,West,32495.0,19.0,0.17,2022,4
13479,phone,North,8767.0,11.0,0.12,2023,5
6643,LAPTOP,South,8437.0,3.0,0.35,2020,5
15479,PHONE,West,6732.0,13.0,0.38,2019,10
13160,laptop,West,,6.0,0.29,2021,2
9782,phone,South,2638.0,17.0,0.42,2021,12
6993,LAPTOP,Central,28285.0,2.0,0.28,2022,10
15233,Tablet,South,10723.0,11.0,0.2,2019,12
13125,PHONE,Central,16195.0,17.0,0.29,2019,3
16097,Laptop,North,11257.0,11.0,0.21,2021,9
12486,Tablet,Central,31825.0,4.0,0.07,2023,12
8687,Laptop,West,9647.0,13.0,0.29,2020,5
8305,Laptop,South,7253.0,14.0,0.0,2019,1
13118,Tablet,North,9192.0,15.0,0.26,2020,5
12642,Phone,East,11215.0,2.0,0.13,2021,10
13217,tablet,East,47933.0,8.0,0.29,2019,3
10105,phone,East,28747.0,6.0,0.03,2022,10
13992,phone,North,24457.0,18.0,0.28,2018,6
8368,tablet,North,13481.0,12.0,0.45,2021,10
6367,Laptop,Central,39941.0,9.0,0.48,2021,7
9346,Laptop,West,37964.0,15.0,0.15,2021,5
13054,LAPTOP,West,,5.0,0.01,2019,8
6232,PHONE,,17418.0,18.0,0.48,2019,11
9804,phone,West,1484.0,1.0,0.47,2023,2
10455,Phone,East,15359.0,18.0,0.5,2022,7
6362,Laptop,West,42202.0,1.0,0.37,2018,11
8576,Laptop,East,1950.0,5.0,0.44,2020,10
10703,Phone,West,27631.0,8.0,,2019,7
15315,Laptop,West,19946.0,10.0,,2019,5
7061,tablet,South,17346.0,12.0,0.24,2021,7
11376,laptop,North,10089.0,12.0,0.01,2019,4
13584,phone,West,18507.0,2.0,0.27,2018,3
14088,LAPTOP,North,23059.0,14.0,0.26,2023,9
12137,Phone,North,46661.0,14.0,0.25,2023,1
15834,LAPTOP,South,,19.0,0.0,2019,6
13434,laptop,West,40989.0,7.0,0.5,2023,10
13502,Phone,North,15685.0,7.0,0.05,2020,1
5661,laptop,South,4596.0,7.0,0.28,2023,1
7356,tablet,South,33321.0,15.0,0.09,2018,11
7573,laptop,East,45816.0,18.0,0.47,2021,1
6880,laptop,North,40398.0,6.0,0.18,2019,8
6830,tablet,West,27242.0,5.0,0.37,2023,8
16873,phone,East,30818.0,7.0,0.29,2020,9
10729,phone,Central,48829.0,16.0,0.15,2021,10
7712,phone,Central,45663.0,10.0,0.12,2018,6
5968,tablet,Central,11542.0,5.0,0.35,2020,5
11195,Phone,West,37288.0,8.0,0.26,2023,1
8362,tablet,South,26558.0,15.0,0.19,2021,3
14250,laptop,North,28063.0,18.0,0.34,2022,7
9963,LAPTOP,Central,1455.0,11.0,0.12,2021,2
10812,Phone,North,34988.0,19.0,0.37,2022,4
7065,Tablet,Central,12244.0,15.0,0.02,2023,5
14710,phone,East,35263.0,5.0,0.26,2021,4
13227,Laptop,Central,21128.0,13.0,0.07,2023,5
16943,PHONE,East,46609.0,6.0,0.43,2019,12
6709,PHONE,West,41408.0,16.0,0.37,2019,11
13601,phone,West,19272.0,1.0,,2021,10
14798,LAPTOP,North,43960.0,1.0,0.38,2019,9
11516,tablet,South,4606.0,5.0,0.01,2019,11
15450,tablet,North,38648.0,16.0,0.46,2019,1
7329,phone,North,9711.0,7.0,0.47,2019,4
14862,PHONE,Central,27299.0,6.0,0.36,2019,9
5347,tablet,West,4012.0,18.0,0.03,2018,8
10923,PHONE,,45323.0,18.0,0.36,2020,11
12359,Phone,Central,47269.0,6.0,0.14,2023,1
15801,Phone,West,2258.0,19.0,0.02,2021,2
5512,phone,North,49842.0,9.0,0.23,2019,12
16805,Tablet,,26357.0,12.0,0.34,2020,6
11004,phone,South,47245.0,7.0,0.37,2021,1
9020,Tablet,East,40094.0,13.0,0.14,2020,9
16673,Laptop,East,4076.0,10.0,0.04,2020,10
9052,tablet,North,47862.0,2.0,0.23,2021,10
9171,laptop,West,44009.0,9.0,0.07,2018,3
7116,phone,South,6527.0,16.0,0.35,2023,7
8127,laptop,East,16605.0,10.0,0.0,2022,6
6795,LAPTOP,South,44061.0,2.0,0.07,2022,10
15042,laptop,South,28720.0,2.0,0.2,2022,4
11971,Phone,Central,16743.0,999.0,0.01,2019,3
10842,LAPTOP,South,5984.0,19.0,0.15,2021,9
16924,Tablet,East,1740.0,16.0,0.44,2019,9
15357,phone,Central,8684.0,14.0,0.47,2021,9
13793,Phone,Central,29093.0,17.0,0.03,2022,3
15292,Laptop,North,26229.0,11.0,0.18,2020,3
12959,tablet,North,4024.0,6.0,0.4,2021,2
9300,Tablet,South,18054.0,14.0,0.0,2023,10
15601,Phone,South,9716.0,17.0,0.37,2023,2
8945,laptop,Central,21911.0,2.0,0.1,2021,2
5671,Tablet,East,40859.0,13.0,0.08,2020,1
8321,Tablet,Central,28104.0,1.0,0.12,2022,12
7758,Tablet,West,39628.0,1.0,0.2,2021,11
15415,Laptop,West,21391.0,16.0,0.17,2023,7
6757,Tablet,Central,27482.0,3.0,0.27,2023,5
10390,phone,West,43137.0,7.0,0.26,2023,3
12431,tablet,South,24049.0,19.0,0.12,2023,12
14092,tablet,North,47307.0,12.0,0.04,2020,4
7659,Phone,East,39948.0,11.0,0.31,2020,7
13648,laptop,East,13770.0,12.0,0.01,2018,10
15487,Laptop,West,4167.0,8.0,0.21,2018,3
14028,Laptop,Central,12705.0,17.0,0.28,2018,1
13300,Laptop,Central,23730.0,-1.0,0.19,2023,1
5016,laptop,East,10714.0,13.0,0.08,2020,2
12689,PHONE,West,33438.0,6.0,0.07,2022,1
5058,laptop,Central,22487.0,17.0,0.18,2018,8
13032,phone,Central,15903.0,6.0,0.43,2023,12
6785,tablet,West,42596.0,4.0,0.19,2023,11
10809,LAPTOP,North,23174.0,1.0,0.02,2018,2
5636,Tablet,South,5933.0,4.0,0.27,2023,7
13323,LAPTOP,East,44360.0,2.0,0.18,2019,12
13926,Laptop,Central,26630.0,5.0,0.33,2020,9
15291,Tablet,West,27546.0,4.0,0.21,2022,8
10932,Tablet,East,49080.0,9.0,0.36,2023,11
14192,PHONE,East,27031.0,19.0,0.28,2018,11
7134,Tablet,West,15713.0,2.0,0.35,2020,7
12915,laptop,North,11795.0,12.0,0.09,2022,12
8036,Tablet,West,15823.0,9.0,0.13,2022,4
9853,LAPTOP,Central,42898.0,1000.0,0.05,2021,6
6310,LAPTOP,South,41997.0,5.0,0.1,2021,4
13606,PHONE,North,41376.0,13.0,0.26,2023,6
7561,PHONE,West,46397.0,10.0,0.14,2022,12
12248,tablet,West,33801.0,10.0,0.24,2023,9
15328,LAPTOP,North,41561.0,7.0,0.24,2022,4
14893,LAPTOP,Central,46367.0,8.0,0.37,2023,9
5730,laptop,East,27776.0,13.0,0.26,2022,1
13610,Tablet,North,,17.0,0.16,2020,2
9186,Laptop,East,2105.0,7.0,0.36,2021,3
14728,LAPTOP,West,29659.0,1.0,0.07,2019,4
5377,Tablet,South,40184.0,11.0,0.06,2020,12
6370,Phone,South,35637.0,1.0,0.05,2023,10
11753,tablet,East,49623.0,11.0,0.34,2021,2
16478,Tablet,East,,14.0,0.19,2022,1
13850,laptop,East,23465.0,14.0,0.3,2021,3
14623,Laptop,South,19448.0,5.0,0.0,2018,2
6098,Tablet,East,,16.0,0.29,2019,7
14615,tablet,Central,48870.0,4.0,0.46,2022,1
12400,Laptop,Central,33027.0,17.0,0.3,2019,3
11731,Laptop,East,19679.0,10.0,0.24,2018,3
14604,phone,South,,1.0,0.07,2022,6
14045,Tablet,Central,24142.0,6.0,0.11,2023,1
